date,category,subcategory,amount,type,description,month,month_num,year
2024-05-13,Transport,Uber,366.16,expense,Uber payment,May,5,2024
2024-05-13,Entertainment,Movies,635.82,expense,Movies payment,May,5,2024
2024-05-13,Health,Doctor,725.21,expense,Doctor payment,May,5,2024
2024-05-13,Shopping,Home Decor,1651.51,expense,Home Decor payment,May,5,2024
2024-05-13,Investment,Gold,1698.81,expense,Gold payment,May,5,2024
2024-05-13,Savings,Emergency Fund,2871.7,expense,Emergency Fund payment,May,5,2024
2024-05-14,Housing,Maintenance,2395.51,expense,Maintenance payment,May,5,2024
2024-05-14,Food,Restaurants,614.72,expense,Restaurants payment,May,5,2024
2024-05-14,Food,Food Delivery,1322.4,expense,Food Delivery payment,May,5,2024
2024-05-14,Health,Doctor,2537.41,expense,Doctor payment,May,5,2024
2024-05-15,Income,Freelance,15442.55,income,Freelance payment,May,5,2024
2024-05-15,Income,Dividends,2856.17,income,Dividends payment,May,5,2024
2024-05-15,Food,Coffee,554.45,expense,Coffee payment,May,5,2024
2024-05-15,Health,Medicine,1432.04,expense,Medicine payment,May,5,2024
2024-05-15,Shopping,Electronics,13965.17,expense,Electronics payment,May,5,2024
2024-05-15,Shopping,Home Decor,2350.78,expense,Home Decor payment,May,5,2024
2024-05-15,Shopping,Books,409.29,expense,Books payment,May,5,2024
2024-05-16,Transport,Metro,380.23,expense,Metro payment,May,5,2024
2024-05-16,Transport,Car Maintenance,3477.71,expense,Car Maintenance payment,May,5,2024
2024-05-16,Shopping,Home Decor,3395.29,expense,Home Decor payment,May,5,2024
2024-05-16,Investment,Gold,2966.59,expense,Gold payment,May,5,2024
2024-05-17,Income,Dividends,1056.77,income,Dividends payment,May,5,2024
2024-05-17,Food,Restaurants,1087.5,expense,Restaurants payment,May,5,2024
2024-05-17,Food,Food Delivery,850.91,expense,Food Delivery payment,May,5,2024
2024-05-17,Entertainment,Events,1743.43,expense,Events payment,May,5,2024
2024-05-17,Health,Doctor,1530.85,expense,Doctor payment,May,5,2024
2024-05-17,Shopping,Electronics,3181.64,expense,Electronics payment,May,5,2024
2024-05-18,Income,Dividends,1057.3,income,Dividends payment,May,5,2024
2024-05-18,Food,Coffee,571.85,expense,Coffee payment,May,5,2024
2024-05-18,Transport,Metro,362.87,expense,Metro payment,May,5,2024
2024-05-18,Entertainment,Movies,679.66,expense,Movies payment,May,5,2024
2024-05-18,Shopping,Books,331.32,expense,Books payment,May,5,2024
2024-05-18,Investment,Stocks,8017.99,expense,Stocks payment,May,5,2024
2024-05-18,Investment,Crypto,3443.41,expense,Crypto payment,May,5,2024
2024-05-19,Transport,Metro,265.79,expense,Metro payment,May,5,2024
2024-05-19,Shopping,Electronics,8484.77,expense,Electronics payment,May,5,2024
2024-05-19,Shopping,Books,948.25,expense,Books payment,May,5,2024
2024-05-20,Housing,Electricity,1264.89,expense,Electricity payment,May,5,2024
2024-05-20,Food,Groceries,4648.09,expense,Groceries payment,May,5,2024
2024-05-20,Food,Coffee,502.47,expense,Coffee payment,May,5,2024
2024-05-20,Transport,Fuel,2076.99,expense,Fuel payment,May,5,2024
2024-05-20,Transport,Uber,983.6,expense,Uber payment,May,5,2024
2024-05-20,Health,Doctor,1531.86,expense,Doctor payment,May,5,2024
2024-05-21,Food,Restaurants,2953.34,expense,Restaurants payment,May,5,2024
2024-05-21,Food,Food Delivery,1080.1,expense,Food Delivery payment,May,5,2024
2024-05-21,Entertainment,Events,1380.59,expense,Events payment,May,5,2024
2024-05-21,Savings,Emergency Fund,2435.98,expense,Emergency Fund payment,May,5,2024
2024-05-22,Food,Coffee,371.97,expense,Coffee payment,May,5,2024
2024-05-22,Transport,Metro,435.75,expense,Metro payment,May,5,2024
2024-05-22,Entertainment,Events,2535.07,expense,Events payment,May,5,2024
2024-05-22,Health,Medicine,1762.46,expense,Medicine payment,May,5,2024
2024-05-23,Transport,Metro,105.19,expense,Metro payment,May,5,2024
2024-05-24,Food,Restaurants,1443.0,expense,Restaurants payment,May,5,2024
2024-05-24,Food,Food Delivery,814.21,expense,Food Delivery payment,May,5,2024
2024-05-24,Transport,Metro,152.03,expense,Metro payment,May,5,2024
2024-05-24,Shopping,Electronics,14120.96,expense,Electronics payment,May,5,2024
2024-05-25,Housing,Electricity,1406.17,expense,Electricity payment,May,5,2024
2024-05-25,Food,Coffee,522.22,expense,Coffee payment,May,5,2024
2024-05-25,Transport,Metro,188.48,expense,Metro payment,May,5,2024
2024-05-25,Shopping,Books,735.15,expense,Books payment,May,5,2024
2024-05-26,Transport,Metro,316.09,expense,Metro payment,May,5,2024
2024-05-26,Shopping,Clothing,4593.13,expense,Clothing payment,May,5,2024
2024-05-26,Investment,Gold,1261.89,expense,Gold payment,May,5,2024
2024-05-27,Housing,Maintenance,1844.39,expense,Maintenance payment,May,5,2024
2024-05-27,Food,Groceries,4108.23,expense,Groceries payment,May,5,2024
2024-05-27,Food,Coffee,785.73,expense,Coffee payment,May,5,2024
2024-05-27,Transport,Fuel,2662.81,expense,Fuel payment,May,5,2024
2024-05-27,Transport,Uber,717.25,expense,Uber payment,May,5,2024
2024-05-27,Health,Medicine,297.68,expense,Medicine payment,May,5,2024
2024-05-27,Investment,Gold,3693.19,expense,Gold payment,May,5,2024
2024-05-28,Food,Restaurants,2252.21,expense,Restaurants payment,May,5,2024
2024-05-28,Food,Food Delivery,387.11,expense,Food Delivery payment,May,5,2024
2024-05-28,Transport,Car Maintenance,4041.01,expense,Car Maintenance payment,May,5,2024
2024-05-28,Entertainment,Gaming,1577.49,expense,Gaming payment,May,5,2024
2024-05-28,Shopping,Home Decor,2259.47,expense,Home Decor payment,May,5,2024
2024-05-28,Investment,Crypto,3709.16,expense,Crypto payment,May,5,2024
2024-05-29,Food,Coffee,533.04,expense,Coffee payment,May,5,2024
2024-05-29,Transport,Metro,102.01,expense,Metro payment,May,5,2024
2024-05-30,Entertainment,Events,745.51,expense,Events payment,May,5,2024
2024-05-30,Shopping,Electronics,10521.15,expense,Electronics payment,May,5,2024
2024-05-30,Shopping,Home Decor,3287.82,expense,Home Decor payment,May,5,2024
2024-05-31,Food,Restaurants,512.08,expense,Restaurants payment,May,5,2024
2024-05-31,Food,Food Delivery,595.41,expense,Food Delivery payment,May,5,2024
2024-05-31,Transport,Metro,395.93,expense,Metro payment,May,5,2024
2024-05-31,Entertainment,Gaming,1519.35,expense,Gaming payment,May,5,2024
2024-05-31,Investment,Crypto,3154.47,expense,Crypto payment,May,5,2024
2024-06-01,Income,Salary,55764.62,income,Salary payment,June,6,2024
2024-06-01,Income,Freelance,5279.45,income,Freelance payment,June,6,2024
2024-06-01,Housing,Rent,15000.0,expense,Rent payment,June,6,2024
2024-06-01,Housing,Internet,699.0,expense,Internet payment,June,6,2024
2024-06-01,Food,Coffee,743.78,expense,Coffee payment,June,6,2024
2024-06-01,Transport,Metro,317.39,expense,Metro payment,June,6,2024
2024-06-01,Entertainment,OTT Subscriptions,972.1,expense,OTT Subscriptions payment,June,6,2024
2024-06-01,Health,Gym,2272.14,expense,Gym payment,June,6,2024
2024-06-02,Income,Salary,60141.37,income,Salary payment,June,6,2024
2024-06-02,Housing,Rent,15000.0,expense,Rent payment,June,6,2024
2024-06-02,Housing,Internet,699.0,expense,Internet payment,June,6,2024
2024-06-02,Transport,Metro,243.52,expense,Metro payment,June,6,2024
2024-06-02,Entertainment,OTT Subscriptions,987.64,expense,OTT Subscriptions payment,June,6,2024
2024-06-02,Entertainment,Movies,484.72,expense,Movies payment,June,6,2024
2024-06-02,Entertainment,Gaming,572.19,expense,Gaming payment,June,6,2024
2024-06-02,Health,Gym,1861.25,expense,Gym payment,June,6,2024
2024-06-02,Shopping,Clothing,4922.36,expense,Clothing payment,June,6,2024
2024-06-03,Income,Salary,61536.75,income,Salary payment,June,6,2024
2024-06-03,Housing,Rent,15000.0,expense,Rent payment,June,6,2024
2024-06-03,Housing,Internet,699.0,expense,Internet payment,June,6,2024
2024-06-03,Food,Groceries,3549.12,expense,Groceries payment,June,6,2024
2024-06-03,Food,Coffee,411.74,expense,Coffee payment,June,6,2024
2024-06-03,Transport,Fuel,2801.58,expense,Fuel payment,June,6,2024
2024-06-03,Transport,Uber,589.49,expense,Uber payment,June,6,2024
2024-06-03,Transport,Metro,341.68,expense,Metro payment,June,6,2024
2024-06-03,Entertainment,OTT Subscriptions,638.97,expense,OTT Subscriptions payment,June,6,2024
2024-06-03,Entertainment,Gaming,1358.26,expense,Gaming payment,June,6,2024
2024-06-03,Health,Gym,1686.91,expense,Gym payment,June,6,2024
2024-06-03,Shopping,Clothing,1921.39,expense,Clothing payment,June,6,2024
2024-06-03,Savings,Emergency Fund,2129.43,expense,Emergency Fund payment,June,6,2024
2024-06-04,Housing,Maintenance,1930.67,expense,Maintenance payment,June,6,2024
2024-06-04,Food,Restaurants,639.78,expense,Restaurants payment,June,6,2024
2024-06-04,Food,Food Delivery,609.91,expense,Food Delivery payment,June,6,2024
2024-06-04,Transport,Metro,483.3,expense,Metro payment,June,6,2024
2024-06-04,Entertainment,Gaming,1495.19,expense,Gaming payment,June,6,2024
2024-06-04,Health,Doctor,1623.01,expense,Doctor payment,June,6,2024
2024-06-05,Food,Coffee,554.36,expense,Coffee payment,June,6,2024
2024-06-05,Transport,Metro,254.18,expense,Metro payment,June,6,2024
2024-06-05,Transport,Car Maintenance,1410.57,expense,Car Maintenance payment,June,6,2024
2024-06-05,Health,Medicine,373.34,expense,Medicine payment,June,6,2024
2024-06-05,Shopping,Electronics,12190.29,expense,Electronics payment,June,6,2024
2024-06-05,Shopping,Books,585.79,expense,Books payment,June,6,2024
2024-06-05,Investment,Stocks,7224.32,expense,Stocks payment,June,6,2024
2024-06-06,Housing,Electricity,1435.78,expense,Electricity payment,June,6,2024
2024-06-06,Shopping,Clothing,1535.53,expense,Clothing payment,June,6,2024
2024-06-07,Housing,Electricity,808.63,expense,Electricity payment,June,6,2024
2024-06-07,Food,Restaurants,2219.42,expense,Restaurants payment,June,6,2024
2024-06-07,Food,Food Delivery,679.08,expense,Food Delivery payment,June,6,2024
2024-06-07,Transport,Metro,161.91,expense,Metro payment,June,6,2024
2024-06-08,Food,Coffee,595.57,expense,Coffee payment,June,6,2024
2024-06-08,Investment,Mutual Funds,2546.53,expense,Mutual Funds payment,June,6,2024
2024-06-08,Investment,Crypto,4703.45,expense,Crypto payment,June,6,2024
2024-06-08,Savings,Emergency Fund,2665.31,expense,Emergency Fund payment,June,6,2024
2024-06-09,Income,Freelance,5566.33,income,Freelance payment,June,6,2024
2024-06-09,Transport,Metro,384.64,expense,Metro payment,June,6,2024
2024-06-09,Shopping,Books,679.61,expense,Books payment,June,6,2024
2024-06-09,Investment,Gold,1957.03,expense,Gold payment,June,6,2024
2024-06-09,Savings,Emergency Fund,2472.33,expense,Emergency Fund payment,June,6,2024
2024-06-10,Food,Groceries,3758.24,expense,Groceries payment,June,6,2024
2024-06-10,Food,Coffee,510.65,expense,Coffee payment,June,6,2024
2024-06-10,Transport,Fuel,2605.39,expense,Fuel payment,June,6,2024
2024-06-10,Transport,Uber,254.89,expense,Uber payment,June,6,2024
2024-06-10,Transport,Metro,213.8,expense,Metro payment,June,6,2024
2024-06-10,Investment,Mutual Funds,2434.32,expense,Mutual Funds payment,June,6,2024
2024-06-11,Food,Restaurants,2235.48,expense,Restaurants payment,June,6,2024
2024-06-11,Food,Food Delivery,1459.27,expense,Food Delivery payment,June,6,2024
2024-06-11,Transport,Metro,407.99,expense,Metro payment,June,6,2024
2024-06-11,Health,Doctor,790.67,expense,Doctor payment,June,6,2024
2024-06-11,Shopping,Clothing,3534.65,expense,Clothing payment,June,6,2024
2024-06-11,Investment,Gold,4328.71,expense,Gold payment,June,6,2024
2024-06-12,Income,Freelance,15105.47,income,Freelance payment,June,6,2024
2024-06-12,Housing,Electricity,1917.68,expense,Electricity payment,June,6,2024
2024-06-12,Food,Coffee,412.12,expense,Coffee payment,June,6,2024
2024-06-12,Investment,Gold,4680.75,expense,Gold payment,June,6,2024
2024-06-13,Transport,Metro,292.92,expense,Metro payment,June,6,2024
2024-06-13,Investment,Mutual Funds,6795.62,expense,Mutual Funds payment,June,6,2024
2024-06-14,Food,Restaurants,2245.61,expense,Restaurants payment,June,6,2024
2024-06-14,Food,Food Delivery,852.08,expense,Food Delivery payment,June,6,2024
2024-06-14,Transport,Car Maintenance,1448.39,expense,Car Maintenance payment,June,6,2024
2024-06-15,Housing,Electricity,1491.07,expense,Electricity payment,June,6,2024
2024-06-15,Food,Coffee,259.92,expense,Coffee payment,June,6,2024
2024-06-15,Transport,Metro,194.32,expense,Metro payment,June,6,2024
2024-06-15,Entertainment,Gaming,1926.47,expense,Gaming payment,June,6,2024
2024-06-15,Entertainment,Events,2514.17,expense,Events payment,June,6,2024
2024-06-16,Income,Dividends,2534.55,income,Dividends payment,June,6,2024
2024-06-16,Transport,Metro,233.86,expense,Metro payment,June,6,2024
2024-06-16,Health,Medicine,418.23,expense,Medicine payment,June,6,2024
2024-06-17,Food,Groceries,3895.14,expense,Groceries payment,June,6,2024
2024-06-17,Food,Coffee,286.91,expense,Coffee payment,June,6,2024
2024-06-17,Transport,Fuel,1751.36,expense,Fuel payment,June,6,2024
2024-06-17,Transport,Uber,846.17,expense,Uber payment,June,6,2024
2024-06-17,Transport,Metro,352.51,expense,Metro payment,June,6,2024
2024-06-17,Entertainment,Gaming,491.6,expense,Gaming payment,June,6,2024
2024-06-18,Income,Dividends,2319.43,income,Dividends payment,June,6,2024
2024-06-18,Food,Restaurants,2251.74,expense,Restaurants payment,June,6,2024
2024-06-18,Food,Food Delivery,396.08,expense,Food Delivery payment,June,6,2024
2024-06-18,Transport,Metro,141.2,expense,Metro payment,June,6,2024
2024-06-18,Transport,Car Maintenance,4454.11,expense,Car Maintenance payment,June,6,2024
2024-06-18,Entertainment,Gaming,914.62,expense,Gaming payment,June,6,2024
2024-06-18,Health,Medicine,672.41,expense,Medicine payment,June,6,2024
2024-06-18,Investment,Crypto,4354.07,expense,Crypto payment,June,6,2024
2024-06-18,Investment,Gold,3654.2,expense,Gold payment,June,6,2024
2024-06-19,Food,Coffee,363.45,expense,Coffee payment,June,6,2024
2024-06-19,Transport,Metro,487.82,expense,Metro payment,June,6,2024
2024-06-20,Income,Dividends,2538.45,income,Dividends payment,June,6,2024
2024-06-20,Transport,Metro,103.33,expense,Metro payment,June,6,2024
2024-06-20,Entertainment,Events,1576.09,expense,Events payment,June,6,2024
2024-06-20,Shopping,Clothing,2494.58,expense,Clothing payment,June,6,2024
2024-06-21,Food,Restaurants,2518.94,expense,Restaurants payment,June,6,2024
2024-06-21,Food,Food Delivery,1121.57,expense,Food Delivery payment,June,6,2024
2024-06-21,Transport,Metro,397.17,expense,Metro payment,June,6,2024
2024-06-21,Investment,Stocks,3347.42,expense,Stocks payment,June,6,2024
2024-06-21,Investment,Gold,2076.78,expense,Gold payment,June,6,2024
2024-06-22,Food,Coffee,405.15,expense,Coffee payment,June,6,2024
2024-06-22,Transport,Metro,419.78,expense,Metro payment,June,6,2024
2024-06-22,Shopping,Clothing,4102.61,expense,Clothing payment,June,6,2024
2024-06-22,Shopping,Electronics,8111.91,expense,Electronics payment,June,6,2024
2024-06-22,Investment,Crypto,4072.58,expense,Crypto payment,June,6,2024
2024-06-23,Housing,Electricity,1353.0,expense,Electricity payment,June,6,2024
2024-06-23,Transport,Metro,492.85,expense,Metro payment,June,6,2024
2024-06-23,Health,Doctor,2843.55,expense,Doctor payment,June,6,2024
2024-06-23,Investment,Gold,3531.64,expense,Gold payment,June,6,2024
2024-06-24,Housing,Electricity,1746.97,expense,Electricity payment,June,6,2024
2024-06-24,Housing,Maintenance,604.98,expense,Maintenance payment,June,6,2024
2024-06-24,Food,Groceries,4350.43,expense,Groceries payment,June,6,2024
2024-06-24,Food,Coffee,485.16,expense,Coffee payment,June,6,2024
2024-06-24,Transport,Fuel,2394.32,expense,Fuel payment,June,6,2024
2024-06-24,Transport,Uber,497.12,expense,Uber payment,June,6,2024
2024-06-24,Transport,Metro,163.08,expense,Metro payment,June,6,2024
2024-06-24,Transport,Car Maintenance,3283.9,expense,Car Maintenance payment,June,6,2024
2024-06-24,Health,Medicine,1360.23,expense,Medicine payment,June,6,2024
2024-06-24,Shopping,Electronics,5024.77,expense,Electronics payment,June,6,2024
2024-06-25,Income,Dividends,2746.66,income,Dividends payment,June,6,2024
2024-06-25,Food,Restaurants,1236.79,expense,Restaurants payment,June,6,2024
2024-06-25,Food,Food Delivery,1136.45,expense,Food Delivery payment,June,6,2024
2024-06-25,Transport,Metro,174.65,expense,Metro payment,June,6,2024
2024-06-25,Shopping,Clothing,1620.1,expense,Clothing payment,June,6,2024
2024-06-25,Investment,Stocks,7466.18,expense,Stocks payment,June,6,2024
2024-06-25,Investment,Gold,4427.32,expense,Gold payment,June,6,2024
2024-06-26,Food,Coffee,432.49,expense,Coffee payment,June,6,2024
2024-06-26,Transport,Metro,299.02,expense,Metro payment,June,6,2024
2024-06-26,Health,Medicine,1141.76,expense,Medicine payment,June,6,2024
2024-06-26,Health,Doctor,2587.98,expense,Doctor payment,June,6,2024
2024-06-26,Shopping,Clothing,4493.97,expense,Clothing payment,June,6,2024
2024-06-26,Shopping,Books,656.81,expense,Books payment,June,6,2024
2024-06-27,Housing,Electricity,1916.25,expense,Electricity payment,June,6,2024
2024-06-27,Transport,Metro,455.91,expense,Metro payment,June,6,2024
2024-06-27,Transport,Car Maintenance,4104.59,expense,Car Maintenance payment,June,6,2024
2024-06-27,Entertainment,Movies,579.01,expense,Movies payment,June,6,2024
2024-06-27,Shopping,Home Decor,816.75,expense,Home Decor payment,June,6,2024
2024-06-27,Investment,Crypto,3900.69,expense,Crypto payment,June,6,2024
2024-06-28,Food,Restaurants,2372.99,expense,Restaurants payment,June,6,2024
2024-06-28,Food,Food Delivery,798.22,expense,Food Delivery payment,June,6,2024
2024-06-28,Transport,Metro,355.45,expense,Metro payment,June,6,2024
2024-06-29,Food,Coffee,565.05,expense,Coffee payment,June,6,2024
2024-06-29,Transport,Metro,185.57,expense,Metro payment,June,6,2024
2024-06-30,Income,Freelance,17329.1,income,Freelance payment,June,6,2024
2024-06-30,Transport,Metro,470.37,expense,Metro payment,June,6,2024
2024-06-30,Entertainment,Movies,477.83,expense,Movies payment,June,6,2024
2024-06-30,Entertainment,Gaming,860.75,expense,Gaming payment,June,6,2024
2024-06-30,Shopping,Clothing,2599.19,expense,Clothing payment,June,6,2024
2024-07-01,Income,Salary,64076.56,income,Salary payment,July,7,2024
2024-07-01,Housing,Rent,15000.0,expense,Rent payment,July,7,2024
2024-07-01,Housing,Internet,699.0,expense,Internet payment,July,7,2024
2024-07-01,Housing,Maintenance,2427.25,expense,Maintenance payment,July,7,2024
2024-07-01,Food,Groceries,3043.79,expense,Groceries payment,July,7,2024
2024-07-01,Food,Coffee,690.29,expense,Coffee payment,July,7,2024
2024-07-01,Transport,Fuel,2124.78,expense,Fuel payment,July,7,2024
2024-07-01,Transport,Uber,894.26,expense,Uber payment,July,7,2024
2024-07-01,Entertainment,OTT Subscriptions,1152.78,expense,OTT Subscriptions payment,July,7,2024
2024-07-01,Entertainment,Gaming,1599.35,expense,Gaming payment,July,7,2024
2024-07-01,Health,Gym,1804.78,expense,Gym payment,July,7,2024
2024-07-01,Health,Medicine,1171.87,expense,Medicine payment,July,7,2024
2024-07-01,Health,Doctor,1756.0,expense,Doctor payment,July,7,2024
2024-07-01,Health,Insurance,2662.39,expense,Insurance payment,July,7,2024
2024-07-01,Shopping,Clothing,3926.31,expense,Clothing payment,July,7,2024
2024-07-01,Savings,Emergency Fund,2247.64,expense,Emergency Fund payment,July,7,2024
2024-07-01,Savings,Fixed Deposit,13571.61,expense,Fixed Deposit payment,July,7,2024
2024-07-02,Income,Salary,55493.11,income,Salary payment,July,7,2024
2024-07-02,Income,Dividends,1754.56,income,Dividends payment,July,7,2024
2024-07-02,Housing,Rent,15000.0,expense,Rent payment,July,7,2024
2024-07-02,Housing,Electricity,961.84,expense,Electricity payment,July,7,2024
2024-07-02,Housing,Internet,699.0,expense,Internet payment,July,7,2024
2024-07-02,Food,Restaurants,2130.62,expense,Restaurants payment,July,7,2024
2024-07-02,Food,Food Delivery,535.32,expense,Food Delivery payment,July,7,2024
2024-07-02,Entertainment,OTT Subscriptions,746.25,expense,OTT Subscriptions payment,July,7,2024
2024-07-02,Entertainment,Movies,688.39,expense,Movies payment,July,7,2024
2024-07-02,Health,Gym,1589.59,expense,Gym payment,July,7,2024
2024-07-02,Health,Insurance,3044.92,expense,Insurance payment,July,7,2024
2024-07-02,Shopping,Home Decor,1871.68,expense,Home Decor payment,July,7,2024
2024-07-02,Investment,Gold,1179.51,expense,Gold payment,July,7,2024
2024-07-02,Savings,Fixed Deposit,7995.28,expense,Fixed Deposit payment,July,7,2024
2024-07-03,Income,Salary,58738.21,income,Salary payment,July,7,2024
2024-07-03,Housing,Rent,15000.0,expense,Rent payment,July,7,2024
2024-07-03,Housing,Electricity,1938.73,expense,Electricity payment,July,7,2024
2024-07-03,Housing,Internet,699.0,expense,Internet payment,July,7,2024
2024-07-03,Food,Coffee,692.08,expense,Coffee payment,July,7,2024
2024-07-03,Transport,Metro,377.52,expense,Metro payment,July,7,2024
2024-07-03,Transport,Car Maintenance,2525.28,expense,Car Maintenance payment,July,7,2024
2024-07-03,Entertainment,OTT Subscriptions,522.75,expense,OTT Subscriptions payment,July,7,2024
2024-07-03,Health,Gym,2023.27,expense,Gym payment,July,7,2024
2024-07-03,Shopping,Electronics,11083.82,expense,Electronics payment,July,7,2024
2024-07-03,Shopping,Home Decor,3123.52,expense,Home Decor payment,July,7,2024
2024-07-03,Investment,Stocks,4192.24,expense,Stocks payment,July,7,2024
2024-07-03,Savings,Emergency Fund,3964.27,expense,Emergency Fund payment,July,7,2024
2024-07-04,Income,Freelance,10829.68,income,Freelance payment,July,7,2024
2024-07-04,Transport,Car Maintenance,4403.35,expense,Car Maintenance payment,July,7,2024
2024-07-04,Health,Doctor,1288.64,expense,Doctor payment,July,7,2024
2024-07-04,Investment,Crypto,1989.57,expense,Crypto payment,July,7,2024
2024-07-05,Food,Restaurants,2063.08,expense,Restaurants payment,July,7,2024
2024-07-05,Food,Food Delivery,583.45,expense,Food Delivery payment,July,7,2024
2024-07-05,Shopping,Clothing,3219.76,expense,Clothing payment,July,7,2024
2024-07-05,Investment,Mutual Funds,4293.24,expense,Mutual Funds payment,July,7,2024
2024-07-06,Food,Coffee,745.84,expense,Coffee payment,July,7,2024
2024-07-06,Transport,Metro,316.89,expense,Metro payment,July,7,2024
2024-07-06,Entertainment,Movies,570.68,expense,Movies payment,July,7,2024
2024-07-06,Shopping,Electronics,14943.92,expense,Electronics payment,July,7,2024
2024-07-06,Shopping,Books,946.42,expense,Books payment,July,7,2024
2024-07-06,Savings,Emergency Fund,2952.79,expense,Emergency Fund payment,July,7,2024
2024-07-07,Transport,Metro,264.5,expense,Metro payment,July,7,2024
2024-07-07,Shopping,Clothing,1738.99,expense,Clothing payment,July,7,2024
2024-07-08,Food,Groceries,4136.06,expense,Groceries payment,July,7,2024
2024-07-08,Food,Coffee,424.38,expense,Coffee payment,July,7,2024
2024-07-08,Transport,Fuel,2778.19,expense,Fuel payment,July,7,2024
2024-07-08,Transport,Uber,593.16,expense,Uber payment,July,7,2024
2024-07-08,Transport,Metro,177.3,expense,Metro payment,July,7,2024
2024-07-08,Transport,Car Maintenance,3940.42,expense,Car Maintenance payment,July,7,2024
2024-07-08,Entertainment,Movies,434.93,expense,Movies payment,July,7,2024
2024-07-08,Shopping,Clothing,4708.41,expense,Clothing payment,July,7,2024
2024-07-08,Savings,Emergency Fund,4206.0,expense,Emergency Fund payment,July,7,2024
2024-07-09,Food,Restaurants,1984.51,expense,Restaurants payment,July,7,2024
2024-07-09,Food,Food Delivery,930.28,expense,Food Delivery payment,July,7,2024
2024-07-09,Health,Medicine,1992.51,expense,Medicine payment,July,7,2024
2024-07-09,Investment,Mutual Funds,3747.08,expense,Mutual Funds payment,July,7,2024
2024-07-10,Housing,Maintenance,1792.42,expense,Maintenance payment,July,7,2024
2024-07-10,Food,Coffee,285.34,expense,Coffee payment,July,7,2024
2024-07-10,Entertainment,Gaming,1601.72,expense,Gaming payment,July,7,2024
2024-07-10,Health,Doctor,1533.9,expense,Doctor payment,July,7,2024
2024-07-11,Housing,Electricity,937.0,expense,Electricity payment,July,7,2024
2024-07-11,Transport,Metro,309.53,expense,Metro payment,July,7,2024
2024-07-12,Food,Restaurants,793.88,expense,Restaurants payment,July,7,2024
2024-07-12,Food,Food Delivery,457.89,expense,Food Delivery payment,July,7,2024
2024-07-12,Transport,Metro,349.02,expense,Metro payment,July,7,2024
2024-07-12,Health,Medicine,1788.87,expense,Medicine payment,July,7,2024
2024-07-12,Shopping,Books,680.08,expense,Books payment,July,7,2024
2024-07-13,Income,Freelance,7223.84,income,Freelance payment,July,7,2024
2024-07-13,Housing,Electricity,1824.6,expense,Electricity payment,July,7,2024
2024-07-13,Food,Coffee,702.81,expense,Coffee payment,July,7,2024
2024-07-13,Transport,Metro,468.15,expense,Metro payment,July,7,2024
2024-07-13,Transport,Car Maintenance,2376.31,expense,Car Maintenance payment,July,7,2024
2024-07-13,Investment,Mutual Funds,3795.77,expense,Mutual Funds payment,July,7,2024
2024-07-13,Savings,Emergency Fund,3281.97,expense,Emergency Fund payment,July,7,2024
2024-07-14,Housing,Electricity,1633.54,expense,Electricity payment,July,7,2024
2024-07-14,Transport,Metro,309.86,expense,Metro payment,July,7,2024
2024-07-14,Entertainment,Gaming,1513.51,expense,Gaming payment,July,7,2024
2024-07-15,Income,Freelance,13439.52,income,Freelance payment,July,7,2024
2024-07-15,Food,Groceries,2539.72,expense,Groceries payment,July,7,2024
2024-07-15,Food,Coffee,565.64,expense,Coffee payment,July,7,2024
2024-07-15,Transport,Fuel,2562.88,expense,Fuel payment,July,7,2024
2024-07-15,Transport,Uber,983.41,expense,Uber payment,July,7,2024
2024-07-15,Transport,Metro,109.59,expense,Metro payment,July,7,2024
2024-07-15,Entertainment,Movies,724.03,expense,Movies payment,July,7,2024
2024-07-15,Shopping,Home Decor,1405.34,expense,Home Decor payment,July,7,2024
2024-07-15,Savings,Emergency Fund,4057.51,expense,Emergency Fund payment,July,7,2024
2024-07-16,Housing,Maintenance,939.07,expense,Maintenance payment,July,7,2024
2024-07-16,Food,Restaurants,1326.29,expense,Restaurants payment,July,7,2024
2024-07-16,Food,Food Delivery,705.52,expense,Food Delivery payment,July,7,2024
2024-07-17,Food,Coffee,732.82,expense,Coffee payment,July,7,2024
2024-07-17,Transport,Metro,487.85,expense,Metro payment,July,7,2024
2024-07-17,Entertainment,Movies,791.81,expense,Movies payment,July,7,2024
2024-07-17,Investment,Mutual Funds,4483.22,expense,Mutual Funds payment,July,7,2024
2024-07-18,Housing,Maintenance,2462.36,expense,Maintenance payment,July,7,2024
2024-07-18,Entertainment,Gaming,1068.79,expense,Gaming payment,July,7,2024
2024-07-18,Shopping,Books,897.44,expense,Books payment,July,7,2024
2024-07-18,Investment,Gold,3898.28,expense,Gold payment,July,7,2024
2024-07-19,Housing,Electricity,1918.8,expense,Electricity payment,July,7,2024
2024-07-19,Food,Restaurants,1985.72,expense,Restaurants payment,July,7,2024
2024-07-19,Food,Food Delivery,404.49,expense,Food Delivery payment,July,7,2024
2024-07-19,Transport,Metro,118.46,expense,Metro payment,July,7,2024
2024-07-19,Investment,Mutual Funds,2895.92,expense,Mutual Funds payment,July,7,2024
2024-07-19,Investment,Gold,3491.78,expense,Gold payment,July,7,2024
2024-07-20,Housing,Maintenance,2260.88,expense,Maintenance payment,July,7,2024
2024-07-20,Food,Coffee,369.96,expense,Coffee payment,July,7,2024
